tax_id,city,zip,beds,baths,sqft,year_built,property_type,sale_date,sale_price,lat,lng,sale_day,sale_month,sale_year
500190,Breckenridge,80424,3,4,3229,1978,Sfr,2017-06-22,802500,39.4681714,-106.0431464,22,6,2017
500077,Breckenridge,80424,2,2,1560,1971,Townhouse,2017-05-01,426000,39.4658604,-106.0416899,1,5,2017
500211,Breckenridge,80424,2,2,1088,1971,Townhouse,2017-01-17,400000,39.4658448,-106.0417002,17,1,2017
500214,Breckenridge,80424,3,3,2162,1970,Sfr,2017-02-10,633150,39.4660565,-106.0430649,10,2,2017
500144,Breckenridge,80424,2,1,552,1974,Condominium,2017-12-19,295000,39.4667631,-106.045992,19,12,2017
4900035,Silverthorne,80498,4,6,4638,2018,Sfr,2017-09-05,380750,39.664825,-106.0655152,5,9,2017
4400303,Silverthorne,80498,3,2,2467,1994,Sfr,2017-01-11,645000,39.6590445,-106.08859040000002,11,1,2017
4200817,Dillon,80435,1,1,488,1986,Condominium,2017-06-23,230000,39.60525300000001,-105.95503,23,6,2017
4200776,Dillon,80435,1,1,361,1986,Condominium,2017-06-29,149900,39.6052699,-105.9554969,29,6,2017
4200882,Dillon,80435,4,4,1865,1993,Condominium,2017-05-16,685000,39.604135,-105.970426,16,5,2017
4200801,Dillon,80435,1,1,545,1986,Condominium,2017-02-07,177000,39.60525300000001,-105.95503,7,2,2017
4200853,Dillon,80435,3,4,2059,1993,Condominium,2017-09-19,650000,39.60415,-105.97061,19,9,2017
4200820,Dillon,80435,1,1,317,1986,Condominium,2017-02-10,130000,39.60525300000001,-105.95503,10,2,2017
4200787,Dillon,80435,1,1,379,1986,Condominium,2017-09-23,166000,39.6052699,-105.9554969,23,9,2017
4200805,Dillon,80435,1,1,382,1986,Condominium,2017-09-08,175000,39.60525300000001,-105.95503,8,9,2017
4200886,Dillon,80435,4,4,1902,1993,Condominium,2017-09-29,685000,39.60449699999999,-105.969817,29,9,2017
4400119,Silverthorne,80498,2,2,1020,1984,Condominium,2017-12-07,395000,39.6542557,-106.08272209999998,7,12,2017
4200870,Dillon,80435,4,3,1988,1994,Townhouse,2017-04-12,750000,39.6054164,-105.9501679,12,4,2017
4400282,Silverthorne,80498,3,3,2406,1997,Townhouse,2017-06-22,660000,39.6574001,-106.0872932,22,6,2017
4400276,Silverthorne,80498,3,3,2221,1994,Townhouse,2017-05-18,644000,39.6581845,-106.0875096,18,5,2017
4200846,Dillon,80435,4,5,2208,1993,Condominium,2017-05-19,705000,39.603908,-105.970802,19,5,2017
4400220,Silverthorne,80498,2,2,1782,1994,Sfr,2017-08-22,495000,39.65389529999999,-106.081447,22,8,2017
4400182,Silverthorne,80498,4,4,5534,1994,Sfr,2017-09-18,955000,39.65728060000001,-106.0906101,18,9,2017
4200757,Dillon,80435,1,1,427,1986,Condominium,2017-05-17,138900,39.6052699,-105.9554969,17,5,2017
4200685,Dillon,80435,1,1,543,1990,Condominium,2017-07-13,240000,39.60668769999999,-105.9458908,13,7,2017
4200678,Dillon,80435,1,1,543,1990,Condominium,2017-11-08,262000,39.60668769999999,-105.9458908,8,11,2017
4200466,Dillon,80435,2,2,825,1983,Condominium,2017-08-21,431000,39.6084599,-105.9523626,21,8,2017
4200388,Dillon,80435,1,2,891,1984,Condominium,2017-07-20,330000,39.6022663,-105.9728014,20,7,2017
4200220,Dillon,80435,2,3,1442,1982,Condominium,2017-12-20,450000,39.6074855,-105.95529109999998,20,12,2017
4200132,Dillon,80435,3,3,1717,1982,Condominium,2017-11-02,732500,39.6054158,-105.9543379,2,11,2017
4200299,Dillon,80435,2,3,1237,1983,Condominium,2017-11-15,335000,39.6074939,-105.9536015,15,11,2017
4200196,Dillon,80435,2,2,1136,1982,Condominium,2017-02-17,476000,39.60741760000001,-105.950213,17,2,2017
4200693,Dillon,80435,1,1,543,1990,Condominium,2017-05-30,208550,39.60668769999999,-105.9458908,30,5,2017
4200630,Dillon,80435,1,1,602,1991,Condominium,2017-11-02,365000,39.6074449,-105.9682581,2,11,2017
4200603,Dillon,80435,2,2,905,1972,Condominium,2017-10-04,370000,39.6041871,-105.9723431,4,10,2017
4200410,Dillon,80435,1,1,835,1984,Condominium,2017-03-24,280000,39.6022663,-105.9728014,24,3,2017
4200405,Dillon,80435,2,2,1227,1984,Condominium,2017-06-01,325000,39.6022663,-105.9728014,1,6,2017
4200403,Dillon,80435,1,2,891,1984,Condominium,2017-05-26,353000,39.60195,-105.97377,26,5,2017
4200229,Dillon,80435,1,1,787,1982,Condominium,2017-11-27,310000,39.607567,-105.9552046,27,11,2017
4200402,Dillon,80435,3,2,1474,1984,Condominium,2017-07-07,491500,39.60195,-105.97377,7,7,2017
4200634,Dillon,80435,1,1,602,1991,Condominium,2017-07-14,303000,39.6074449,-105.9682581,14,7,2017
4200350,Dillon,80435,2,3,2496,1981,Condominium,2017-12-04,290000,39.60937970000001,-105.9513866,4,12,2017
4200408,Dillon,80435,1,1,594,1984,Condominium,2017-09-08,223500,39.6022663,-105.9728014,8,9,2017
4200154,Dillon,80435,2,2,1445,1982,Condominium,2017-08-11,585000,39.60495870000001,-105.9567394,11,8,2017
4200698,Dillon,80435,1,1,543,1990,Condominium,2017-11-03,285000,39.60668769999999,-105.9458908,3,11,2017
4200207,Dillon,80435,1,1,787,1982,Condominium,2017-12-08,275000,39.6074855,-105.95529109999998,8,12,2017
4200752,Dillon,80435,4,3,3369,1995,Sfr,2017-11-30,890000,39.5995857,-105.98453229999998,30,11,2017
4200061,Dillon,80435,2,3,1513,1980,Condominium,2017-10-25,540000,39.6105493,-105.9674672,25,10,2017
4200022,Dillon,80435,3,3,1671,1980,Condominium,2017-01-03,495000,39.6105493,-105.9674672,3,1,2017
4200055,Dillon,80435,2,3,1513,1980,Condominium,2017-10-09,525000,39.6105493,-105.9674672,9,10,2017
4100015,Dillon,80435,2,2,1334,1981,Condominium,2017-08-01,449000,39.603648,-105.973153,1,8,2017
4200023,Dillon,80435,1,1,945,1980,Condominium,2017-10-31,336910,39.6105493,-105.9674672,31,10,2017
4200043,Dillon,80435,2,3,1316,1980,Condominium,2017-08-01,429000,39.6105493,-105.9674672,1,8,2017
4200054,Dillon,80435,4,4,2241,1980,Condominium,2017-07-28,680000,39.6105493,-105.9674672,28,7,2017
4200021,Dillon,80435,1,1,945,1980,Condominium,2017-10-27,385000,39.6105493,-105.9674672,27,10,2017
400122,Breckenridge,80424,2,2,780,1972,Condominium,2017-10-11,435000,39.4805724,-106.05944850000002,11,10,2017
400202,Breckenridge,80424,2,1,780,1972,Condominium,2017-11-22,353500,39.4812289,-106.0592648,22,11,2017
400280,Breckenridge,80424,2,1,780,1972,Condominium,2017-12-26,435000,39.4829531,-106.0584068,26,12,2017
400207,Breckenridge,80424,2,2,780,1972,Condominium,2017-06-29,437000,39.4812289,-106.0592648,29,6,2017
400186,Breckenridge,80424,2,1,780,1972,Condominium,2017-12-01,449000,39.48150800000001,-106.059609,1,12,2017
4008528,Frisco,80443,2,2,728,1981,Condominium,2017-12-01,191450,39.57402829999999,-106.1040707,1,12,2017
400286,Breckenridge,80424,2,2,748,1969,Condominium,2017-11-17,454000,39.482733,-106.0592188,17,11,2017
400278,Breckenridge,80424,1,1,475,1969,Condominium,2017-10-31,333000,39.4829895,-106.0593566,31,10,2017
400178,Breckenridge,80424,2,1,780,1972,Condominium,2017-03-07,428500,39.4824557,-106.0583922,7,3,2017
305109,Breckenridge,80424,1,1,137,1994,Condominium,2017-06-30,170000,39.4815924,-106.0478991,30,6,2017
305162,Breckenridge,80424,4,5,1930,1994,Condominium,2017-06-12,995000,39.4815924,-106.0478991,12,6,2017
305147,Breckenridge,80424,1,1,435,1994,Condominium,2017-03-31,275100,39.4815924,-106.0478991,31,3,2017
305129,Breckenridge,80424,1,1,564,1994,Condominium,2017-04-07,425000,39.4815924,-106.0478991,7,4,2017
3800116,Dillon,80435,3,3,2382,1994,Townhouse,2017-09-05,625000,39.6228946,-106.0295685,5,9,2017
305155,Breckenridge,80424,2,2,1041,1994,Condominium,2017-01-31,249000,39.4815924,-106.0478991,31,1,2017
3800004,Dillon,80435,2,2,1142,1980,Condominium,2017-09-29,417000,39.6226309,-106.02971409999998,29,9,2017
3800058,Dillon,80435,2,2,1333,1981,Condominium,2017-09-12,400000,39.622035,-106.028993,12,9,2017
400018,Breckenridge,80424,2,1,780,1972,Condominium,2017-10-13,405000,39.48186099999999,-106.0582774,13,10,2017
400116,Breckenridge,80424,2,2,780,1972,Condominium,2017-01-03,410000,39.4824557,-106.0583922,3,1,2017
305144,Breckenridge,80424,2,2,879,1994,Condominium,2017-07-28,490000,39.4815924,-106.0478991,28,7,2017
3800010,Dillon,80435,2,2,1142,1980,Condominium,2017-04-18,380000,39.6226309,-106.02971409999998,18,4,2017
3800113,Dillon,80435,3,3,2382,1994,Townhouse,2017-11-13,660000,39.6231089,-106.0298795,13,11,2017
3800016,Dillon,80435,2,2,1142,1980,Condominium,2017-08-18,400000,39.6226309,-106.02971409999998,18,8,2017
400046,Breckenridge,80424,2,2,780,1972,Condominium,2017-05-26,425000,39.4805724,-106.05944850000002,26,5,2017
305163,Breckenridge,80424,2,3,1155,1994,Condominium,2017-01-20,645000,39.4815924,-106.0478991,20,1,2017
305069,Breckenridge,80424,3,3,1883,1994,Townhouse,2017-08-14,990000,39.4778486,-106.051613,14,8,2017
304290,Breckenridge,80424,1,1,427,1986,Condominium,2017-05-30,288000,39.4815924,-106.0478991,30,5,2017
304855,Breckenridge,80424,1,1,450,1985,Condominium,2017-05-19,299000,39.4754734,-106.0462919,19,5,2017
304698,Breckenridge,80424,3,3,1493,1990,Condominium,2017-03-24,899000,39.479008,-106.05365,24,3,2017
304293,Breckenridge,80424,2,2,671,1986,Condominium,2017-10-18,405000,39.4815924,-106.0478991,18,10,2017
304362,Breckenridge,80424,1,1,449,1987,Condominium,2017-10-06,315000,39.48063970000001,-106.0512973,6,10,2017
304365,Breckenridge,80424,1,2,628,1987,Condominium,2017-05-15,420000,39.48063970000001,-106.0512973,15,5,2017
304983,Breckenridge,80424,3,3,1800,1993,Sfr,2017-11-29,912000,39.4754392,-106.040529,29,11,2017
304373,Breckenridge,80424,1,1,449,1987,Condominium,2017-10-30,360000,39.48063970000001,-106.0512973,30,10,2017
304350,Breckenridge,80424,1,1,448,1987,Condominium,2017-06-02,339000,39.48063970000001,-106.0512973,2,6,2017
304673,Breckenridge,80424,6,7,4587,1992,Sfr,2017-11-28,245000,39.48088509999999,-106.0639812,28,11,2017
304517,Breckenridge,80424,3,4,1716,1984,Condominium,2017-07-24,912000,39.4773039,-106.0484207,24,7,2017
304281,Breckenridge,80424,1,1,427,1986,Condominium,2017-10-20,350000,39.4815924,-106.0478991,20,10,2017
304276,Breckenridge,80424,1,1,427,1986,Condominium,2017-08-25,325000,39.4815924,-106.0478991,25,8,2017
304252,Breckenridge,80424,1,1,617,1985,Condominium,2017-05-24,449500,39.4740605,-106.0514885,24,5,2017
303848,Breckenridge,80424,2,3,1104,1973,Condominium,2017-06-29,527000,39.47672410000001,-106.0407816,29,6,2017
304280,Breckenridge,80424,2,2,629,1986,Condominium,2017-05-26,356000,39.4815924,-106.0478991,26,5,2017
304094,Breckenridge,80424,1,1,462,1985,Condominium,2017-11-21,300000,39.4740605,-106.0514885,21,11,2017
303917,Breckenridge,80424,1,1,424,1983,Condominium,2017-07-14,320000,39.47393,-106.0676541,14,7,2017
303752,Breckenridge,80424,1,1,393,1984,Condominium,2017-07-17,325000,39.477144,-106.0473021,17,7,2017
303720,Breckenridge,80424,1,1,392,1984,Condominium,2017-09-29,369000,39.477144,-106.0473021,29,9,2017
303724,Breckenridge,80424,1,1,396,1984,Condominium,2017-05-11,322500,39.477144,-106.0473021,11,5,2017
304119,Breckenridge,80424,1,1,516,1985,Condominium,2017-11-15,390000,39.4740605,-106.0514885,15,11,2017
304108,Breckenridge,80424,1,1,617,1985,Condominium,2017-07-21,405000,39.4740605,-106.0514885,21,7,2017
304081,Breckenridge,80424,1,1,507,1985,Condominium,2017-02-10,306000,39.4740605,-106.0514885,10,2,2017
304284,Breckenridge,80424,1,1,438,1986,Condominium,2017-12-21,300000,39.4815924,-106.0478991,21,12,2017
304155,Breckenridge,80424,1,1,617,1985,Condominium,2017-01-17,400100,39.4740605,-106.0514885,17,1,2017
303806,Breckenridge,80424,1,1,390,1984,Condominium,2017-05-05,329000,39.477144,-106.0473021,5,5,2017
304191,Breckenridge,80424,1,1,509,1985,Condominium,2017-06-08,400000,39.4740605,-106.0514885,8,6,2017
304259,Breckenridge,80424,2,2,1125,1985,Condominium,2017-01-02,675000,39.4740605,-106.0514885,2,1,2017
304203,Breckenridge,80424,1,1,516,1985,Condominium,2017-07-26,325000,39.4740605,-106.0514885,26,7,2017
303907,Breckenridge,80424,4,3,1291,1983,Condominium,2017-06-29,819500,39.4793076,-106.0537782,29,6,2017
304095,Breckenridge,80424,1,1,507,1985,Condominium,2017-08-15,329000,39.4740605,-106.0514885,15,8,2017
304275,Breckenridge,80424,1,1,427,1986,Condominium,2017-01-20,300000,39.4815924,-106.0478991,20,1,2017
304052,Breckenridge,80424,1,1,507,1985,Condominium,2017-05-04,280000,39.4740605,-106.0514885,4,5,2017
303819,Breckenridge,80424,1,1,393,1984,Condominium,2017-06-22,354500,39.477144,-106.0473021,22,6,2017
304158,Breckenridge,80424,1,1,617,1985,Condominium,2017-08-21,465000,39.4740605,-106.0514885,21,8,2017
303821,Breckenridge,80424,1,1,390,1984,Condominium,2017-01-31,321000,39.477144,-106.0473021,31,1,2017
303816,Breckenridge,80424,1,1,388,1984,Condominium,2017-08-10,348000,39.477144,-106.0473021,10,8,2017
303813,Breckenridge,80424,1,1,396,1984,Condominium,2017-04-12,329000,39.477144,-106.0473021,12,4,2017
303812,Breckenridge,80424,1,1,400,1984,Condominium,2017-06-23,365000,39.477144,-106.0473021,23,6,2017
303750,Breckenridge,80424,1,1,393,1984,Condominium,2017-08-25,369000,39.477144,-106.0473021,25,8,2017
303437,Breckenridge,80424,2,3,1276,1981,Townhouse,2017-03-14,624500,39.478337,-106.05025,14,3,2017
303677,Breckenridge,80424,3,2,1360,1983,Condominium,2017-05-25,807500,39.4769131,-106.0464059,25,5,2017
303224,Breckenridge,80424,2,2,1124,1980,Condominium,2017-05-05,610675,39.4785973,-106.0566258,5,5,2017
303481,Breckenridge,80424,1,1,500,1973,Condominium,2017-08-15,325000,39.4793435,-106.0501492,15,8,2017
303541,Breckenridge,80424,2,2,1175,1983,Condominium,2017-10-30,612000,39.4789533,-106.0487257,30,10,2017
303336,Breckenridge,80424,1,1,480,1971,Condominium,2017-06-30,295000,39.4801619,-106.04183770000002,30,6,2017
303551,Breckenridge,80424,2,2,1175,1983,Condominium,2017-11-14,625000,39.4789533,-106.0487257,14,11,2017
303191,Breckenridge,80424,1,2,835,1980,Condominium,2017-07-07,229000,39.4823062,-106.0496769,7,7,2017
303697,Breckenridge,80424,2,2,940,1983,Condominium,2017-04-11,650100,39.4769131,-106.0464059,11,4,2017
303356,Breckenridge,80424,1,1,510,1973,Condominium,2017-05-31,355000,39.47764779999999,-106.046246,31,5,2017
303141,Breckenridge,80424,1,1,825,1981,Condominium,2017-07-13,262500,39.4767881,-106.0415851,13,7,2017
302774,Breckenridge,80424,2,2,1127,1980,Condominium,2017-10-18,675000,39.4739583,-106.0517747,18,10,2017
303010,Breckenridge,80424,2,2,1145,1981,Condominium,2017-12-20,645000,39.4816075,-106.0489094,20,12,2017
302779,Breckenridge,80424,2,2,1127,1980,Condominium,2017-02-17,670000,39.4739583,-106.0517747,17,2,2017
302852,Breckenridge,80424,2,2,997,1979,Condominium,2017-04-14,739500,39.4769073,-106.04728190000002,14,4,2017
302598,Breckenridge,80424,2,2,1094,1979,Condominium,2017-05-05,550000,39.4799374,-106.0485466,5,5,2017
302584,Breckenridge,80424,2,2,1088,1979,Condominium,2017-11-17,560000,39.4799374,-106.0485466,17,11,2017
303006,Breckenridge,80424,2,2,1172,1981,Condominium,2017-10-20,625000,39.4816075,-106.0489094,20,10,2017
302958,Breckenridge,80424,3,3,1490,1981,Condominium,2017-08-14,748000,39.4744318,-106.0503555,14,8,2017
302697,Breckenridge,80424,1,1,774,1980,Condominium,2017-03-24,410000,39.4739583,-106.0517747,24,3,2017
302592,Breckenridge,80424,2,2,1162,1979,Condominium,2017-03-03,565000,39.4799374,-106.0485466,3,3,2017
302574,Breckenridge,80424,2,2,1094,1979,Condominium,2017-07-24,665864,39.4799374,-106.0485466,24,7,2017
303052,Breckenridge,80424,2,3,1300,1979,Condominium,2017-08-03,760000,39.47333890000001,-106.0466133,3,8,2017
302699,Breckenridge,80424,1,1,774,1980,Condominium,2017-12-20,450000,39.4739583,-106.0517747,20,12,2017
302804,Breckenridge,80424,2,2,978,1979,Condominium,2017-10-31,750000,39.4773897,-106.0468346,31,10,2017
302999,Breckenridge,80424,2,2,1173,1981,Condominium,2017-09-12,665000,39.4816075,-106.0489094,12,9,2017
303108,Breckenridge,80424,2,3,1351,1972,Condominium,2017-09-29,675100,39.4742863,-106.04488870000002,29,9,2017
303023,Breckenridge,80424,2,2,1172,1981,Condominium,2017-05-19,153073,39.4816075,-106.0489094,19,5,2017
302853,Breckenridge,80424,1,1,839,1979,Condominium,2017-05-05,470000,39.4769073,-106.04728190000002,5,5,2017
302761,Breckenridge,80424,2,2,1127,1980,Condominium,2017-10-12,635000,39.4739583,-106.0517747,12,10,2017
302814,Breckenridge,80424,3,2,1392,1979,Condominium,2017-09-13,959000,39.4773897,-106.0468346,13,9,2017
302811,Breckenridge,80424,1,1,849,1979,Condominium,2017-03-13,445100,39.4773897,-106.0468346,13,3,2017
302548,Breckenridge,80424,1,1,416,1974,Condominium,2017-12-01,330000,39.4731432,-106.0456261,1,12,2017
301666,Breckenridge,80424,1,1,809,1979,Condominium,2017-10-23,417000,39.4809491,-106.04786029999998,23,10,2017
302274,Breckenridge,80424,2,2,1012,1979,Condominium,2017-08-25,649000,39.4749205,-106.0457409,25,8,2017
301865,Breckenridge,80424,2,2,1023,1978,Condominium,2017-08-25,789000,39.4750374,-106.0460508,25,8,2017
301653,Breckenridge,80424,1,1,400,1979,Condominium,2017-03-01,255000,39.4809491,-106.04786029999998,1,3,2017
302318,Breckenridge,80424,2,2,1480,1979,Condominium,2017-07-13,695100,39.4805309,-106.0492767,13,7,2017
302204,Breckenridge,80424,3,3,1381,1910,Sfr,2017-03-01,795000,39.4816738,-106.0440805,1,3,2017
301855,Breckenridge,80424,2,2,1023,1978,Condominium,2017-08-17,600000,39.4750374,-106.0460508,17,8,2017
301650,Breckenridge,80424,1,1,400,1979,Condominium,2017-03-29,255000,39.4809491,-106.04786029999998,29,3,2017
301706,Breckenridge,80424,2,3,1144,1972,Condominium,2017-12-18,660000,39.4742863,-106.04488870000002,18,12,2017
301655,Breckenridge,80424,1,1,400,1979,Condominium,2017-03-29,249900,39.4809491,-106.04786029999998,29,3,2017
302371,Breckenridge,80424,2,2,808,1979,Condominium,2017-03-23,417500,39.4797856,-106.0512054,23,3,2017
302461,Breckenridge,80424,2,2,1535,1980,Condominium,2017-06-12,750000,39.4764215,-106.0440656,12,6,2017
302370,Breckenridge,80424,3,2,1066,1979,Condominium,2017-05-19,625000,39.4797856,-106.0512054,19,5,2017
302388,Breckenridge,80424,2,3,1154,1972,Condominium,2017-10-25,540000,39.4742863,-106.04488870000002,25,10,2017
302257,Breckenridge,80424,2,2,1032,1979,Condominium,2017-11-17,614000,39.4749205,-106.0457409,17,11,2017
301864,Breckenridge,80424,1,2,939,1978,Condominium,2017-10-31,525000,39.4750374,-106.0460508,31,10,2017
301899,Breckenridge,80424,1,2,939,1978,Condominium,2017-01-20,519000,39.473846,-106.046615,20,1,2017
302213,Breckenridge,80424,2,1,928,1900,Sfr,2017-11-29,637500,39.4809132,-106.0414015,29,11,2017
301850,Breckenridge,80424,1,1,425,1966,Condominium,2017-10-06,265000,39.484426,-106.0456949,6,10,2017
301216,Breckenridge,80424,2,2,850,1971,Condominium,2017-04-27,500000,39.4726567,-106.0454424,27,4,2017
301206,Breckenridge,80424,1,1,480,1971,Condominium,2017-01-24,249000,39.4801619,-106.04183770000002,24,1,2017
301050,Breckenridge,80424,2,2,1148,1974,Condominium,2017-09-22,640000,39.4731432,-106.0456261,22,9,2017
301014,Breckenridge,80424,2,1,712,1966,Condominium,2017-01-19,402550,39.479,-106.04417,19,1,2017
301213,Breckenridge,80424,1,1,737,1973,Condominium,2017-05-25,425000,39.4793435,-106.0501492,25,5,2017
301365,Breckenridge,80424,2,2,864,1972,Condominium,2017-07-03,395000,39.4869375,-106.0458856,3,7,2017
301476,Breckenridge,80424,1,1,442,1972,Condominium,2017-06-22,250000,39.4849238,-106.0449602,22,6,2017
301296,Breckenridge,80424,1,1,545,1974,Condominium,2017-07-10,409560,39.4765494,-106.0490012,10,7,2017
301160,Breckenridge,80424,3,2,1348,1972,Condominium,2017-02-10,500000,39.48025670000001,-106.0441507,10,2,2017
3009662,Montezuma,80435,3,2,1854,1988,Sfr,2017-11-09,569000,39.587146,-105.8644421,9,11,2017
301149,Breckenridge,80424,4,3,4310,1971,Sfr,2017-06-05,975100,39.4853205,-106.03781979999998,5,6,2017
300745,Breckenridge,80424,3,5,2590,1978,Sfr,2017-01-26,850000,39.47946829999999,-106.0449373,26,1,2017
300624,Breckenridge,80424,2,3,1500,1974,Condominium,2017-07-27,377500,39.4735334,-106.0452357,27,7,2017
3009359,Dillon,80435,2,2,1183,1978,Condominium,2017-06-28,390000,39.60464,-105.977572,28,6,2017
300593,Breckenridge,80424,1,1,576,1975,Condominium,2017-04-06,370100,39.47359470000001,-106.0444616,6,4,2017
300579,Breckenridge,80424,1,1,284,1972,Condominium,2017-06-20,227000,39.4794748,-106.0518713,20,6,2017
300935,Breckenridge,80424,2,2,789,1973,Condominium,2017-10-16,545000,39.47672410000001,-106.0407816,16,10,2017
300874,Breckenridge,80424,2,2,864,1972,Condominium,2017-09-29,459000,39.4869375,-106.0458856,29,9,2017
300733,Breckenridge,80424,2,2,1056,1974,Condominium,2017-12-08,575000,39.48302879999999,-106.0433071,8,12,2017
3006047,Dillon,80435,4,3,2051,1979,Condominium,2017-08-18,622500,39.6068992,-105.9642212,18,8,2017
300658,Breckenridge,80424,2,2,804,1974,Condominium,2017-12-20,500000,39.4765494,-106.0490012,20,12,2017
300943,Breckenridge,80424,2,2,789,1973,Condominium,2017-05-19,435000,39.47672410000001,-106.0407816,19,5,2017
300904,Breckenridge,80424,1,1,296,1964,Condominium,2017-07-21,208000,39.4812164,-106.0505625,21,7,2017
300854,Breckenridge,80424,2,2,980,1974,Condominium,2017-07-27,575000,39.4731432,-106.0456261,27,7,2017
300572,Breckenridge,80424,2,3,1300,1971,Condominium,2017-11-03,675000,39.473236,-106.046612,3,11,2017
300805,Breckenridge,80424,1,1,480,1971,Condominium,2017-12-04,271000,39.4801619,-106.04183770000002,4,12,2017
300617,Breckenridge,80424,1,1,543,1974,Condominium,2017-04-10,385900,39.4765494,-106.0490012,10,4,2017
3006034,Dillon,80435,2,2,1361,1979,Condominium,2017-06-30,143000,39.6068992,-105.9642212,30,6,2017
3006065,Dillon,80435,1,1,825,1979,Condominium,2017-03-31,294000,39.6068992,-105.9642212,31,3,2017
300883,Breckenridge,80424,2,2,864,1972,Condominium,2017-11-29,452000,39.4869375,-106.0458856,29,11,2017
300736,Breckenridge,80424,1,1,534,1974,Condominium,2017-04-06,324900,39.48302879999999,-106.0433071,6,4,2017
3006128,Silverthorne,80498,3,4,4186,2003,Sfr,2017-04-07,818000,39.7216743,-106.15115349999999,7,4,2017
300231,Breckenridge,80424,2,1,823,1971,Condominium,2017-09-21,435000,39.4789463,-106.0410896,21,9,2017
3001654,Dillon,80435,3,3,1649,1980,Condominium,2017-03-31,487500,39.608574,-105.9750379,31,3,2017
3001605,Dillon,80435,2,2,897,1972,Condominium,2017-09-26,335100,39.60424,-105.97283,26,9,2017
3001549,Dillon,80435,2,3,1397,1979,Condominium,2017-09-30,540000,39.6041785,-105.980857,30,9,2017
3001519,Dillon,80435,2,2,1238,1979,Condominium,2017-05-18,100500,39.6036883,-105.97943390000002,18,5,2017
3001514,Dillon,80435,2,2,1223,1979,Condominium,2017-08-01,430500,39.6042463,-105.9820991,1,8,2017
3001767,Dillon,80435,1,1,869,1977,Condominium,2017-08-16,319000,39.6068755,-105.96497340000002,16,8,2017
3001630,Dillon,80435,2,2,1337,1980,Condominium,2017-06-02,415000,39.607851,-105.9758403,2,6,2017
300502,Breckenridge,80424,1,1,442,1972,Condominium,2017-09-29,260000,39.4849238,-106.0449602,29,9,2017
300188,Breckenridge,80424,3,4,3648,1967,Sfr,2017-03-24,628000,39.48707690000001,-106.0385102,24,3,2017
3001629,Dillon,80435,2,2,1333,1980,Condominium,2017-09-25,445000,39.607851,-105.9758403,25,9,2017
3001564,Dillon,80435,2,2,1102,1979,Condominium,2017-08-14,450000,39.60420360000001,-105.9827201,14,8,2017
3001551,Dillon,80435,2,2,1147,1979,Condominium,2017-10-18,469000,39.6041785,-105.980857,18,10,2017
3001525,Dillon,80435,1,2,865,1979,Condominium,2017-09-06,325000,39.6036883,-105.97943390000002,6,9,2017
3001709,Dillon,80435,2,2,1174,1980,Condominium,2017-05-12,400000,39.6041873,-105.9829244,12,5,2017
3001478,Dillon,80435,4,4,2464,1979,Sfr,2017-08-22,760000,39.60129970000001,-106.0036598,22,8,2017
3001073,Dillon,80435,2,2,1280,1977,Condominium,2017-09-28,403500,39.6070251,-105.96590249999998,28,9,2017
3000955,Dillon,80435,1,1,993,1976,Condominium,2017-06-23,387000,39.60716420000001,-105.9667538,23,6,2017
3001448,Dillon,80435,2,2,1388,1979,Condominium,2017-12-18,520000,39.6032675,-105.9780253,18,12,2017
3001244,Dillon,80435,2,2,1346,1977,Condominium,2017-05-02,442000,39.6068755,-105.96497340000002,2,5,2017
3001222,Dillon,80435,3,2,1411,1977,Condominium,2017-11-27,540000,39.6009028,-105.9748727,27,11,2017
3001082,Dillon,80435,2,3,1510,1977,Condominium,2017-03-22,455000,39.6070251,-105.96590249999998,22,3,2017
3001051,Dillon,80435,2,2,1401,1977,Condominium,2017-06-01,382500,39.6088925,-105.97447920000002,1,6,2017
3001032,Dillon,80435,1,1,929,1977,Condominium,2017-11-20,280000,39.6087488,-105.9748657,20,11,2017
3001146,Dillon,80435,3,4,2832,1978,Sfr,2017-12-08,810000,39.5839969,-105.9941124,8,12,2017
3000931,Dillon,80435,2,2,1329,1976,Condominium,2017-04-28,385000,39.606337,-105.9683461,28,4,2017
300100,Breckenridge,80424,1,1,480,1971,Condominium,2017-10-18,290000,39.4801619,-106.04183770000002,18,10,2017
3000956,Dillon,80435,1,2,993,1976,Condominium,2017-08-28,405000,39.60716420000001,-105.9667538,28,8,2017
3001433,Dillon,80435,1,3,1503,1979,Condominium,2017-07-14,367500,39.603812,-105.9783558,14,7,2017
3001420,Dillon,80435,2,2,1413,1978,Condominium,2017-08-31,497500,39.604473,-105.978481,31,8,2017
3001039,Dillon,80435,2,2,1383,1977,Condominium,2017-07-18,380000,39.6087488,-105.9748657,18,7,2017
500204,Breckenridge,80424,3,2,1467,1973,Sfr,2017-12-20,525000,39.4665741,-106.0437146,20,12,2017
303369,Breckenridge,80424,2,2,861,1982,Condominium,2017-12-19,110000,39.4790134,-106.0584112,19,12,2017
3001490,Dillon,80435,2,2,1454,1979,Condominium,2017-08-09,260000,39.6042463,-105.9820991,9,8,2017
601900,Silverthorne,80498,2,2,976,1982,Condominium,2017-09-29,350000,39.6199683,-106.1019947,29,9,2017
3001250,Dillon,80435,2,2,1168,1977,Condominium,2017-04-24,395000,39.6068755,-105.96497340000002,24,4,2017
