index_ndx,bathroom_label,bathrooms,bed_label,bedroom_label,bedrooms,beds,city,guest_label,id,is_new_listing,is_superhost,lat,lng,localized_city,person_capacity,property_type_id,room_and_property_type,room_type_category,room_type,space_type,tier_id,public_address,min_nights,max_nights,monthly_price_factor,rate_type,weekly_price_factor,rate_amount,rate_with_service_fee_amount,user_first_name,user_id,user_is_superhost,rawdata_file
39,1 bath,1.0,4 beds,1 bedroom,1,4,Copper Mountain,6 guests,18194439,False,False,39.50258,-106.15786,Copper Mountain,6,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Copper Mountain, CO, United States",3,365,0.89,nightly,0.95,82.0,82.0, ,124616055,False,airbnb_rawdata_coppermountain_20200303.json
40,2 baths,2.0,4 beds,Studio,0,4,Copper Mountain,4 guests,31224269,False,False,39.49902,-106.15423,Copper Mountain,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Copper Mountain, CO, United States",1,32,0.5,nightly,0.95,100.0,100.0, ,9815724,False,airbnb_rawdata_coppermountain_20200303.json
41,1 bath,1.0,1 bed,Studio,0,1,Copper Mountain,2 guests,16923592,False,False,39.49949,-106.15379,Copper Mountain,2,2,Entire house,entire_home,Entire home/apt,Entire house,0,"Copper Mountain, CO, United States",3,1125,0.9,nightly,0.95,88.0,88.0, ,106722820,False,airbnb_rawdata_coppermountain_20200303.json
42,1 bath,1.0,2 beds,1 bedroom,1,2,Copper Mountain,4 guests,29122763,False,False,39.50105,-106.1563,Copper Mountain,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Copper Mountain, CO, United States",1,28,1.0,nightly,1.0,167.0,167.0, ,188510745,False,airbnb_rawdata_coppermountain_20200303.json
43,1 bath,1.0,2 beds,1 bedroom,1,2,Copper Mountain,4 guests,16880672,False,False,39.5016,-106.15706,Copper Mountain,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Copper Mountain, CO, United States",1,28,1.0,nightly,1.0,188.0,188.0, ,112439183,False,airbnb_rawdata_coppermountain_20200303.json
44,1 bath,1.0,1 bed,1 bedroom,1,1,Copper Mountain,4 guests,32443213,False,True,39.50064,-106.15074,Copper Mountain,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Copper Mountain, CO, United States",2,1125,0.9,nightly,1.0,125.0,125.0, ,9796891,True,airbnb_rawdata_coppermountain_20200303.json
45,2 baths,2.0,2 beds,1 bedroom,1,2,Copper Mountain,6 guests,21727096,False,False,39.50153,-106.14756,Copper Mountain,6,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Copper Mountain, CO, United States",2,1125,1.0,nightly,1.0,97.0,97.0, ,121237060,False,airbnb_rawdata_coppermountain_20200303.json
46,2 baths,2.0,6 beds,3 bedrooms,3,6,Frisco,8 guests,17808997,False,True,39.49931,-106.14786,Frisco,8,36,Entire townhouse,entire_home,Entire home/apt,Entire townhouse,0,"Frisco, CO, United States",2,1125,1.0,nightly,1.0,109.0,109.0, ,46466878,True,airbnb_rawdata_coppermountain_20200303.json
47,2 baths,2.0,2 beds,2 bedrooms,2,2,Frisco,4 guests,24774006,False,False,39.50096,-106.15818,Frisco,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Frisco, CO, United States",2,1125,1.0,nightly,1.0,199.0,199.0, ,187159507,False,airbnb_rawdata_coppermountain_20200303.json
48,1 bath,1.0,5 beds,1 bedroom,1,5,Copper Mountain,7 guests,16313133,False,False,39.50205,-106.15662,Copper Mountain,7,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Copper Mountain, CO, United States",3,1125,0.9,nightly,0.95,110.0,110.0, ,106722820,False,airbnb_rawdata_coppermountain_20200303.json
49,1 bath,1.0,2 beds,1 bedroom,1,2,Breckenridge,4 guests,31380933,False,False,39.48138,-106.06664,Breckenridge,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Breckenridge, CO, United States",5,7,1.0,nightly,1.0,138.0,138.0, ,134236916,False,airbnb_rawdata_coppermountain_20200303.json
0,1 bath,1.0,1 bed,1 bedroom,1,1,Silverthorne,2 guests,15827979,False,True,39.65053,-106.08901,Silverthorne,2,53,Entire guest suite,entire_home,Entire home/apt,Entire guest suite,0,"Silverthorne, CO, United States",1,30,0.82,nightly,0.9,75.0,75.0, ,39162609,True,airbnb_rawdata_silverthorne_20200303.json
1,3.5 baths,3.5,1 bed,1 bedroom,1,1,Silverthorne,1 guest,17600561,False,True,39.63283,-106.06905,Silverthorne,1,45,Room in hostel,hotel_room,Hotel room,Hotel room,0,"Silverthorne, CO, United States",1,1125,1.0,nightly,1.0,50.0,50.0, ,119264296,True,airbnb_rawdata_silverthorne_20200303.json
2,1 bath,1.0,2 beds,1 bedroom,1,2,Silverthorne,4 guests,8809213,False,True,39.64406,-106.07001,Silverthorne,4,53,Entire guest suite,entire_home,Entire home/apt,Entire guest suite,0,"Silverthorne, CO, United States",2,15,1.0,nightly,0.85,99.0,99.0, ,46152270,True,airbnb_rawdata_silverthorne_20200303.json
3,3.5 baths,3.5,2 beds,1 bedroom,1,2,Silverthorne,4 guests,17599833,False,True,39.63283,-106.06905,Silverthorne,4,45,Room in hostel,hotel_room,Hotel room,Hotel room,0,"Silverthorne, CO, United States",1,365,1.0,nightly,1.0,70.0,70.0, ,119264296,True,airbnb_rawdata_silverthorne_20200303.json
4,3.5 baths,3.5,1 bed,1 bedroom,1,1,Silverthorne,2 guests,17617369,False,True,39.63283,-106.06905,Silverthorne,2,45,Room in hostel,hotel_room,Hotel room,Hotel room,0,"Silverthorne, CO, United States",2,1125,1.0,nightly,1.0,65.0,65.0, ,119264296,True,airbnb_rawdata_silverthorne_20200303.json
5,1 private bath,1.0,1 bed,1 bedroom,1,1,Silverthorne,2 guests,39891978,False,True,39.64291,-106.07433,Silverthorne,2,2,Private room in house,private_room,Private room,Private room,0,"Silverthorne, CO, United States",1,7,1.0,nightly,0.9,47.0,47.0, ,51837114,True,airbnb_rawdata_silverthorne_20200303.json
6,1 bath,1.0,3 beds,2 bedrooms,2,3,Keystone,4 guests,37685124,False,False,39.60113,-105.97302,Keystone,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Keystone, CO, United States",14,1125,0.8,nightly,1.0,79.0,79.0, ,284810305,False,airbnb_rawdata_silverthorne_20200303.json
7,1 private bath,1.0,3 beds,3 bedrooms,3,3,Silverthorne,4 guests,11491855,False,False,39.64564,-106.07327,Silverthorne,4,17,Private room in dome house,private_room,Private room,Private room,0,"Silverthorne, CO, United States",1,1125,1.0,nightly,1.0,185.0,185.0, ,4139135,False,airbnb_rawdata_silverthorne_20200303.json
8,1 bath,1.0,2 beds,Studio,0,2,Breckenridge,4 guests,15311604,False,True,39.47634,-106.04676,Breckenridge,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Breckenridge, CO, United States",1,7,1.0,nightly,1.0,65.0,65.0, ,19056065,True,airbnb_rawdata_silverthorne_20200303.json
9,1.5 baths,1.5,2 beds,1 bedroom,1,2,Breckenridge,4 guests,28985774,False,False,39.48285,-106.06858,Breckenridge,4,65,Private room in resort,private_room,Private room,Resort room,0,"Breckenridge, CO, United States",7,1125,1.0,nightly,1.0,89.0,89.0, ,218314970,False,airbnb_rawdata_silverthorne_20200303.json
10,1 shared bath,1.0,1 bed,1 bedroom,1,1,Silverthorne,2 guests,2412739,False,True,39.64924,-106.07865,Silverthorne,2,36,Private room in townhouse,private_room,Private room,Private room,0,"Silverthorne, CO, United States",2,9,0.75,nightly,0.85,76.0,76.0, ,12331126,True,airbnb_rawdata_silverthorne_20200303.json
11,1 shared bath,1.0,1 bed,1 bedroom,1,1,Silverthorne,2 guests,40734554,False,False,39.61972,-106.09436,Silverthorne,2,37,Private room in condominium,private_room,Private room,Private room,0,"Silverthorne, CO, United States",2,13,0.8,nightly,0.88681,38.0,38.0, ,47568392,False,airbnb_rawdata_silverthorne_20200303.json
12,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,3 guests,29934778,False,True,39.62964,-106.04234,Dillon,3,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,1125,0.92,nightly,0.96,40.0,40.0, ,97153287,True,airbnb_rawdata_silverthorne_20200303.json
13,1 bath,1.0,3 beds,2 bedrooms,2,3,Silverthorne,6 guests,28562970,False,True,39.6354,-106.0635,Silverthorne,6,53,Entire guest suite,entire_home,Entire home/apt,Entire guest suite,0,"Silverthorne, CO, United States",3,1125,0.85,nightly,1.0,100.0,100.0, ,116317547,True,airbnb_rawdata_silverthorne_20200303.json
14,1 bath,1.0,2 beds,2 bedrooms,2,2,Dillon,4 guests,20248194,False,True,39.63405,-106.04837,Dillon,4,53,Entire guest suite,entire_home,Entire home/apt,Entire guest suite,0,"Dillon, CO, United States",1,1125,0.9,nightly,0.95,49.0,49.0, ,63723250,True,airbnb_rawdata_silverthorne_20200303.json
15,2 baths,2.0,3 beds,1 bedroom,1,3,Breckenridge,6 guests,13829376,False,True,39.48069,-106.03738,Breckenridge,6,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Breckenridge, CO, United States",1,7,1.0,nightly,1.0,85.0,85.0, ,19056065,True,airbnb_rawdata_silverthorne_20200303.json
16,1 bath,1.0,1 bed,1 bedroom,1,1,Silverthorne,2 guests,17567030,False,True,39.63283,-106.06905,Silverthorne,2,45,Room in hostel,hotel_room,Hotel room,Hotel room,0,"Silverthorne, CO, United States",1,365,1.0,nightly,1.0,70.0,70.0, ,119264296,True,airbnb_rawdata_silverthorne_20200303.json
17,1 private bath,1.0,1 bed,1 bedroom,1,1,Silverthorne,2 guests,23058036,False,True,39.61808,-106.07573,Silverthorne,2,37,Private room in condominium,private_room,Private room,Private room,0,"Silverthorne, CO, United States",1,31,0.95,nightly,0.97,75.0,75.0, ,253187,True,airbnb_rawdata_silverthorne_20200303.json
18,1 bath,1.0,1 bed,Studio,0,1,Dillon,2 guests,35787688,False,False,39.62655,-106.05199,Dillon,2,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",7,7,1.0,nightly,1.0,95.0,95.0, ,74587706,False,airbnb_rawdata_silverthorne_20200303.json
19,2 baths,2.0,3 beds,2 bedrooms,2,3,Frisco,6 guests,22733570,False,True,39.57781,-106.10372,Frisco,6,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Frisco, CO, United States",2,1125,0.75,nightly,0.85,99.0,99.0, ,167820126,True,airbnb_rawdata_silverthorne_20200303.json
20,1 shared bath,1.0,0 beds,1 bedroom,1,0,Silverthorne,2 guests,9705555,False,True,39.63293,-106.06937,Silverthorne,2,2,Private room in house,private_room,Private room,Private room,0,"Silverthorne, CO, United States",2,1125,1.0,nightly,0.85,65.0,65.0, ,50114197,True,airbnb_rawdata_silverthorne_20200303.json
21,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,3 guests,29024974,False,True,39.63085,-106.04346,Dillon,3,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,1125,0.92,nightly,0.96,40.0,40.0, ,97153287,True,airbnb_rawdata_silverthorne_20200303.json
22,1 private bath,1.0,1 bed,1 bedroom,1,1,Frisco,2 guests,17588809,False,True,39.58258,-106.09662,Frisco,2,2,Private room in house,private_room,Private room,Private room,0,"Frisco, CO, United States",1,3,1.0,nightly,1.0,65.0,65.0, ,7337460,True,airbnb_rawdata_silverthorne_20200303.json
23,1 bath,1.0,1 bed,Studio,0,1,Keystone,2 guests,32868558,False,True,39.63055,-106.04335,Keystone,2,1,Entire apartment,entire_home,Entire home/apt,Entire apartment,0,"Keystone, CO, United States",1,14,1.0,nightly,1.0,70.0,70.0, ,189958955,True,airbnb_rawdata_silverthorne_20200303.json
24,1 private bath,1.0,1 bed,1 bedroom,1,1,Silverthorne,2 guests,39893559,False,True,39.641,-106.07442,Silverthorne,2,2,Private room in house,private_room,Private room,Private room,0,"Silverthorne, CO, United States",1,7,1.0,nightly,1.0,47.0,47.0, ,51837114,True,airbnb_rawdata_silverthorne_20200303.json
25,1 private bath,1.0,0 beds,Studio,0,0,Dillon,2 guests,40567698,False,False,39.64391,-106.03216,Dillon,2,37,Private room in condominium,private_room,Private room,Private room,0,"Dillon, CO, United States",1,7,1.0,nightly,1.0,70.0,70.0, ,314347909,False,airbnb_rawdata_silverthorne_20200303.json
26,4 baths,4.0,6 beds,3 bedrooms,3,6,Silverthorne,10 guests,29661057,False,False,39.66007,-106.08757,Silverthorne,10,2,Entire house,entire_home,Entire home/apt,Entire house,0,"Silverthorne, CO, United States",1,1125,1.0,nightly,1.0,183.0,183.0, ,43132625,False,airbnb_rawdata_silverthorne_20200303.json
27,1 private bath,1.0,2 beds,1 bedroom,1,2,Silverthorne,2 guests,8957726,False,True,39.61993,-106.09002,Silverthorne,2,36,Private room in townhouse,private_room,Private room,Private room,0,"Silverthorne, CO, United States",1,6,1.0,nightly,0.9,65.0,65.0, ,13351908,True,airbnb_rawdata_silverthorne_20200303.json
28,1 bath,1.0,3 beds,1 bedroom,1,3,Dillon,6 guests,17509259,False,False,39.64405,-106.03341,Dillon,6,1,Entire apartment,entire_home,Entire home/apt,Entire apartment,0,"Dillon, CO, United States",2,1125,0.84,nightly,0.85,63.0,63.0, ,24929990,False,airbnb_rawdata_silverthorne_20200303.json
29,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,4 guests,12778910,False,False,39.64423,-106.03614,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",3,1125,0.85,nightly,0.85,110.0,110.0, ,6758002,False,airbnb_rawdata_silverthorne_20200303.json
30,1 bath,1.0,1 bed,1 bedroom,1,1,Breckenridge,4 guests,39897396,False,False,39.48563,-106.06746,Breckenridge,4,47,Entire serviced apartment,entire_home,Entire home/apt,Entire apartment,0,"Breckenridge, CO, United States",3,5,1.0,nightly,1.0,75.0,75.0, ,38965264,False,airbnb_rawdata_silverthorne_20200303.json
31,1 private bath,1.0,1 bed,1 bedroom,1,1,Frisco,2 guests,41011160,False,False,39.57746,-106.10585,Frisco,2,37,Private room in condominium,private_room,Private room,Private room,0,"Frisco, CO, United States",1,1125,0.88,nightly,0.95,74.0,74.0, ,320031849,False,airbnb_rawdata_silverthorne_20200303.json
32,2 baths,2.0,3 beds,2 bedrooms,2,3,Silverthorne,6 guests,23288515,False,True,39.62349,-106.09367,Silverthorne,6,4,Entire cabin,entire_home,Entire home/apt,Entire cabin,0,"Silverthorne, CO, United States",2,11,1.0,nightly,0.8,150.0,150.0, ,173372029,True,airbnb_rawdata_silverthorne_20200303.json
33,2 baths,2.0,3 beds,1 bedroom,1,3,Copper Mountain,6 guests,17894654,False,False,39.49951,-106.15589,Copper Mountain,6,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Copper Mountain, CO, United States",2,1125,0.9,nightly,0.9,99.0,99.0, ,122577793,False,airbnb_rawdata_silverthorne_20200303.json
34,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,2 guests,28895670,False,False,39.62716,-106.04438,Dillon,2,53,Entire guest suite,entire_home,Entire home/apt,Entire guest suite,0,"Dillon, CO, United States",2,1125,1.0,nightly,1.0,89.0,89.0, ,217823611,False,airbnb_rawdata_silverthorne_20200303.json
35,1 bath,1.0,,1 bedroom,1,1,Dillon,4 guests,36766055,False,False,39.63081,-106.04444,Dillon,4,1,Entire apartment,entire_home,Entire home/apt,Entire apartment,0,"Dillon, CO, United States",7,7,1.0,nightly,1.0,113.0,113.0, ,275373805,False,airbnb_rawdata_silverthorne_20200303.json
36,1 bath,1.0,1 bed,Studio,0,1,Frisco,2 guests,22726840,False,True,39.5816,-106.10732,Frisco,2,53,Entire guest suite,entire_home,Entire home/apt,Entire guest suite,0,"Frisco, CO, United States",2,15,1.0,nightly,0.95,95.0,95.0, ,43632296,True,airbnb_rawdata_silverthorne_20200303.json
37,1 private bath,1.0,2 beds,1 bedroom,1,2,Dillon,2 guests,40115751,False,False,39.59717,-106.00517,Dillon,2,2,Private room in house,private_room,Private room,Private room,0,"Dillon, CO, United States",1,5,1.0,nightly,1.0,85.0,85.0, ,298985390,False,airbnb_rawdata_silverthorne_20200303.json
38,3.5 baths,3.5,1 bed,1 bedroom,1,1,Silverthorne,2 guests,17600331,False,True,39.63283,-106.06905,Silverthorne,2,45,Room in hostel,hotel_room,Hotel room,Hotel room,0,"Silverthorne, CO, United States",2,1125,1.0,nightly,1.0,90.0,90.0, ,119264296,True,airbnb_rawdata_silverthorne_20200303.json
39,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,3 guests,33762200,False,True,39.62984,-106.04311,Dillon,3,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,1125,0.92,nightly,0.96,40.0,40.0, ,97153287,True,airbnb_rawdata_silverthorne_20200303.json
40,1 bath,1.0,3 beds,1 bedroom,1,3,Dillon,6 guests,34335956,False,True,39.6418,-106.0392,Dillon,6,1,Entire apartment,entire_home,Entire home/apt,Entire apartment,0,"Dillon, CO, United States",1,14,1.0,nightly,1.0,68.0,68.0, ,103731123,True,airbnb_rawdata_silverthorne_20200303.json
41,2 baths,2.0,5 beds,3 bedrooms,3,5,Silverthorne,8 guests,23091047,False,True,39.63367,-106.07307,Silverthorne,8,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Silverthorne, CO, United States",2,30,0.85,nightly,0.95,190.0,190.0, ,17530978,True,airbnb_rawdata_silverthorne_20200303.json
42,2 baths,2.0,4 beds,2 bedrooms,2,4,Silverthorne,4 guests,36847916,False,False,39.61751,-106.07666,Silverthorne,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Silverthorne, CO, United States",2,1125,0.85,nightly,0.9,99.0,99.0, ,108768443,False,airbnb_rawdata_silverthorne_20200303.json
43,1 private bath,1.0,1 bed,Studio,0,1,Dillon,2 guests,26137125,False,True,39.63457,-106.04271,Dillon,2,2,Private room in house,private_room,Private room,Private room,0,"Dillon, CO, United States",1,1125,1.0,nightly,1.0,90.0,90.0, ,196472336,True,airbnb_rawdata_silverthorne_20200303.json
44,1 bath,1.0,2 beds,1 bedroom,1,2,Silverthorne,4 guests,38977413,False,False,39.61835,-106.10646,Silverthorne,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Silverthorne, CO, United States",2,14,0.85,nightly,0.9,65.0,65.0, ,57666968,False,airbnb_rawdata_silverthorne_20200303.json
45,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,4 guests,27341250,False,True,39.63047,-106.04018,Dillon,4,1,Entire apartment,entire_home,Entire home/apt,Entire apartment,0,"Dillon, CO, United States",1,1125,1.0,nightly,1.0,75.0,75.0, ,74898149,True,airbnb_rawdata_silverthorne_20200303.json
46,1 bath,1.0,2 beds,Studio,0,2,Keystone,4 guests,31732820,False,True,39.60587,-105.95409,Keystone,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Keystone, CO, United States",2,1125,1.0,nightly,0.89,69.0,69.0, ,46863024,True,airbnb_rawdata_silverthorne_20200303.json
47,1 bath,1.0,3 beds,1 bedroom,1,3,Silverthorne,4 guests,27175097,False,False,39.64072,-106.06594,Silverthorne,4,1,Entire apartment,entire_home,Entire home/apt,Entire apartment,0,"Silverthorne, CO, United States",1,1125,0.7,nightly,0.9,45.0,45.0, ,204625986,False,airbnb_rawdata_silverthorne_20200303.json
48,1 bath,1.0,1 bed,1 bedroom,1,1,Silverthorne,1 guest,21876927,False,False,39.63396,-106.07324,Silverthorne,1,45,Room in hostel,hotel_room,Hotel room,Hotel room,0,"Silverthorne, CO, United States",1,1125,1.0,nightly,1.0,71.0,71.0, ,319334,False,airbnb_rawdata_silverthorne_20200303.json
49,1 bath,1.0,2 beds,Studio,0,2,Silverthorne,4 guests,40942100,False,False,39.62085,-106.10229,Silverthorne,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Silverthorne, CO, United States",2,1125,1.0,nightly,1.0,90.0,90.0, ,118250453,False,airbnb_rawdata_silverthorne_20200303.json
0,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,4 guests,15492281,False,True,39.60102,-106.01132,Dillon,4,36,Entire townhouse,entire_home,Entire home/apt,Entire townhouse,0,"Dillon, CO, United States",1,1125,0.8,nightly,0.9,71.0,71.0, ,20722381,True,airbnb_rawdata_summitcove_20200303.json
1,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,2 guests,22669951,False,True,39.59746,-106.00347,Dillon,2,53,Entire guest suite,entire_home,Entire home/apt,Entire guest suite,0,"Dillon, CO, United States",2,1125,0.9,nightly,1.0,75.0,75.0, ,12487091,True,airbnb_rawdata_summitcove_20200303.json
2,1 bath,1.0,2 beds,2 bedrooms,2,2,Dillon,4 guests,34120221,False,True,39.59223,-106.00299,Dillon,4,53,Entire guest suite,entire_home,Entire home/apt,Entire guest suite,0,"Dillon, CO, United States",1,12,0.9,nightly,0.95,109.0,109.0, ,20824465,True,airbnb_rawdata_summitcove_20200303.json
3,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,4 guests,30795266,False,True,39.598,-106.01027,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",1,1125,0.8,nightly,0.9,41.0,41.0, ,24715185,True,airbnb_rawdata_summitcove_20200303.json
4,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,4 guests,5309445,False,True,39.60038,-106.00886,Dillon,4,1,Entire apartment,entire_home,Entire home/apt,Entire apartment,0,"Dillon, CO, United States",1,180,0.8,nightly,0.9,59.0,59.0, ,25165087,True,airbnb_rawdata_summitcove_20200303.json
5,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,4 guests,14670741,False,True,39.59831,-106.01027,Dillon,4,1,Entire apartment,entire_home,Entire home/apt,Entire apartment,0,"Dillon, CO, United States",2,1125,0.7,nightly,0.9,71.0,71.0, ,54279069,True,airbnb_rawdata_summitcove_20200303.json
6,1.5 shared baths,1.5,1 bed,1 bedroom,1,1,Dillon,3 guests,8615208,False,True,39.59377,-106.00022,Dillon,3,2,Private room in house,private_room,Private room,Private room,0,"Dillon, CO, United States",1,7,1.0,nightly,1.0,60.0,60.0, ,35962018,True,airbnb_rawdata_summitcove_20200303.json
7,1 bath,1.0,2 beds,Studio,0,2,Dillon,2 guests,33073099,False,True,39.59014,-106.00823,Dillon,2,53,Entire guest suite,entire_home,Entire home/apt,Entire guest suite,0,"Dillon, CO, United States",2,1125,0.75,nightly,0.9,110.0,110.0, ,248905236,True,airbnb_rawdata_summitcove_20200303.json
8,1.5 shared baths,1.5,2 beds,1 bedroom,1,2,Dillon,4 guests,8383379,False,True,39.59348,-106.00083,Dillon,4,2,Private room in house,private_room,Private room,Private room,0,"Dillon, CO, United States",1,7,1.0,nightly,1.0,60.0,60.0, ,35962018,True,airbnb_rawdata_summitcove_20200303.json
9,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,4 guests,26304141,False,True,39.60028,-106.01032,Dillon,4,36,Entire townhouse,entire_home,Entire home/apt,Entire townhouse,0,"Dillon, CO, United States",1,1125,0.85,nightly,1.0,80.0,80.0, ,197285775,True,airbnb_rawdata_summitcove_20200303.json
10,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,4 guests,18540040,False,True,39.59428,-106.00711,Dillon,4,40,Entire guesthouse,entire_home,Entire home/apt,Entire guesthouse,0,"Dillon, CO, United States",2,21,1.0,nightly,0.92,125.0,125.0, ,56615322,True,airbnb_rawdata_summitcove_20200303.json
11,3.5 baths,3.5,6 beds,5 bedrooms,5,6,Dillon,14 guests,32744163,False,False,39.59754,-106.00608,Dillon,14,2,Entire house,entire_home,Entire home/apt,Entire house,0,"Dillon, CO, United States",1,30,1.0,nightly,1.0,79.0,79.0, ,246234168,False,airbnb_rawdata_summitcove_20200303.json
12,1 private bath,1.0,2 beds,1 bedroom,1,2,Dillon,2 guests,40115751,False,False,39.59717,-106.00517,Dillon,2,2,Private room in house,private_room,Private room,Private room,0,"Dillon, CO, United States",1,5,1.0,nightly,1.0,85.0,85.0, ,298985390,False,airbnb_rawdata_summitcove_20200303.json
13,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,4 guests,29095892,False,True,39.60051,-106.00997,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,10,1.0,nightly,0.86,75.0,75.0, ,219278869,True,airbnb_rawdata_summitcove_20200303.json
14,1 bath,1.0,2 beds,1 bedroom,1,2,Dillon,3 guests,32984598,False,True,39.60246,-106.00777,Dillon,3,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",2,31,0.7,nightly,0.88,80.0,80.0, ,248243974,True,airbnb_rawdata_summitcove_20200303.json
15,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,4 guests,40913427,False,False,39.60144,-106.00779,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",1,1125,0.75,nightly,0.8,79.0,79.0, ,276875541,False,airbnb_rawdata_summitcove_20200303.json
16,1.5 baths,1.5,3 beds,2 bedrooms,2,3,Dillon,5 guests,20558160,False,True,39.5947,-106.00643,Dillon,5,36,Entire townhouse,entire_home,Entire home/apt,Entire townhouse,0,"Dillon, CO, United States",1,90,0.8,nightly,0.9,149.0,149.0, ,71641772,True,airbnb_rawdata_summitcove_20200303.json
17,1 bath,1.0,1 bed,1 bedroom,1,1,Dillon,3 guests,29279487,False,True,39.59884,-106.00615,Dillon,3,36,Entire townhouse,entire_home,Entire home/apt,Entire townhouse,0,"Dillon, CO, United States",4,1125,0.8,nightly,0.9,97.0,97.0, ,176590369,True,airbnb_rawdata_summitcove_20200303.json
18,1 private bath,1.0,2 beds,1 bedroom,1,2,Dillon,4 guests,22851415,False,True,39.59448,-106.00804,Dillon,4,2,Private room in house,private_room,Private room,Private room,0,"Dillon, CO, United States",1,1125,0.95,nightly,0.97,86.0,86.0, ,59496524,True,airbnb_rawdata_summitcove_20200303.json
19,1.5 baths,1.5,3 beds,2 bedrooms,2,3,Dillon,6 guests,24920705,False,True,39.5907,-106.00081,Dillon,6,2,Entire house,entire_home,Entire home/apt,Entire house,0,"Dillon, CO, United States",1,45,0.8,nightly,0.92,128.0,128.0, ,179273913,True,airbnb_rawdata_summitcove_20200303.json
20,1 private bath,1.0,1 bed,1 bedroom,1,1,Dillon,2 guests,19574188,False,True,39.5958,-106.00797,Dillon,2,2,Private room in house,private_room,Private room,Private room,0,"Dillon, CO, United States",1,14,1.0,nightly,0.95,85.0,85.0, ,137568266,True,airbnb_rawdata_summitcove_20200303.json
21,2 baths,2.0,4 beds,3 bedrooms,3,4,Dillon,8 guests,8305545,False,True,39.59752,-106.00549,Dillon,8,36,Entire townhouse,entire_home,Entire home/apt,Entire townhouse,0,"Dillon, CO, United States",2,60,0.4,nightly,0.9,199.0,199.0, ,3335090,True,airbnb_rawdata_summitcove_20200303.json
22,3 baths,3.0,2 beds,2 bedrooms,2,2,Dillon,8 guests,21885366,False,True,39.5983,-106.0058,Dillon,8,65,Private room in resort,private_room,Private room,Resort room,0,"Dillon, CO, United States",1,7,1.0,nightly,1.0,179.0,179.0, ,147235139,True,airbnb_rawdata_summitcove_20200303.json
23,1 bath,1.0,3 beds,1 bedroom,1,3,Dillon,4 guests,30960189,False,False,39.59958,-106.00571,Dillon,4,37,Entire condominium,entire_home,Entire home/apt,Entire condominium,0,"Dillon, CO, United States",1,28,1.0,nightly,1.0,132.0,132.0, ,188510745,False,airbnb_rawdata_summitcove_20200303.json
